EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on 16-11-2022
THESE DATA CAN BE USED FOR NON-COMMERCIAL RESEARCH AND EDUCATION PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at https://www.ecad.eu

FILE FORMAT (MISSING VALUE CODE IS -9999):

 01- 05 STAID  : Station identifier
 07- 12 SOUID  : Source identifier
 14- 53 SOUNAME: Source name
 55- 56 CN     : Country code (ISO3116 country codes)
 58- 66 LAT    : Latitude in degrees:minutes:seconds (+: North, -: South)
 68- 77 LON    : Longitude in degrees:minutes:seconds (+: East, -: West)
 79- 82 HGTH   : Station elevation in meters
 84- 87 ELEI   : Element identifier (see website at Daily Data > Data dictionary > Elements)
 89- 96 START  : Begin date YYYYMMDD
 98-105 STOP   : End date YYYYMMDD
107-111 PARID  : Participant identifier
113-163 PARNAME: Participant name

STAID, SOUID,SOUNAME                                 ,CN,      LAT,       LON,HGHT,ELEI,   START,    STOP,PARID,PARNAME
17824,197600,TEODORANO                               ,IT,+44:05:29,+012:05:04,  79, TG3,20070111,20190211,   54,Valentina Pavan                                   
17826,197624,TERUZZI                                 ,IT,+44:41:42,+009:41:06,1077, TG3,20051231,20201030,   54,Valentina Pavan                                   
17828,197640,TORRIGLIA                               ,IT,+44:30:52,+009:09:15, 769, TG3,20051231,20220130,   54,Valentina Pavan                                   
17830,197664,TREBBIA_VALSIGIARA                      ,IT,+44:38:24,+009:19:48, 462, TG3,20051231,20220130,   54,Valentina Pavan                                   
17831,195984,MODIGLIANA_ARPA                         ,IT,+44:07:12,+011:48:29, 556, TG3,20051231,20200130,   54,Valentina Pavan                                   
17831,197672,TREBBIO                                 ,IT,+44:08:11,+011:50:12, 570, TG3,20051231,20220130,   54,Valentina Pavan                                   
17832,197688,TREPPIO                                 ,IT,+44:04:53,+011:01:58, 650, TG3,20051231,20220130,   54,Valentina Pavan                                   
17833,197696,VALDENA                                 ,IT,+44:26:38,+009:47:03, 762, TG3,20051231,20220130,   54,Valentina Pavan                                   
17837,197728,VALSENIO                                ,IT,+44:14:51,+011:39:02, 164, TG3,20110501,20150204,   54,Valentina Pavan                                   
17839,197752,VARANO_MARCHESI                         ,IT,+44:45:00,+010:01:08, 225, TG3,20051231,20220130,   54,Valentina Pavan                                   
17841,197792,VERGIANO                                ,IT,+44:02:03,+012:30:01,  36, TG3,20051231,20210709,   54,Valentina Pavan                                   
17841,197896,RIMINI_URBANA                           ,IT,+44:03:33,+012:34:23,  16, TG3,20051231,20220130,   54,Valentina Pavan                                   
17841,916149,RIMINI                                  ,IT,+44:01:59,+012:37:00,  13, TG5,19820114,20221031,    -,Synoptical message from GTS
17842,197088,SAN CASSIANO                            ,IT,+44:08:53,+011:41:30, 230, TG3,20140216,20220130,   54,Valentina Pavan                                   
17842,197800,VESPIGNANO                              ,IT,+44:13:58,+011:43:09, 208, TG3,20110501,20161011,   54,Valentina Pavan                                   
17843,197816,VICOBARONE                              ,IT,+44:59:29,+009:22:42, 263, TG3,20051231,20071124,   54,Valentina Pavan                                   
17843,218208,ALBARETO_-_CARAFFINI                    ,IT,+44:58:46,+009:25:00, 254, TG3,20200531,20220130,   54,Valentina Pavan                                   
17844,197824,VIGNOLA                                 ,IT,+44:28:59,+010:58:59, 115, TG3,20060118,20220130,   54,Valentina Pavan                                   
17845,197832,VILLA_GHIGI                             ,IT,+44:28:32,+011:19:31, 203, TG3,20181001,20190218,   54,Valentina Pavan                                   
17847,194984,CODIGORO                                ,IT,+44:50:06,+012:05:52,   2, TG3,20180407,20220130,   54,Valentina Pavan                                   
17847,195432,GIRALDA                                 ,IT,+44:48:51,+012:14:53,   3, TG3,20051231,20220130,   54,Valentina Pavan                                   
17847,195616,LAGOSANTO                               ,IT,+44:44:21,+012:08:54,  -4, TG3,20181107,20200130,   54,Valentina Pavan                                   
17847,197136,SAN_GIUSEPPE                            ,IT,+44:43:49,+012:11:08,  -5, TG3,20181213,20200130,   54,Valentina Pavan                                   
17847,197856,VOLANO                                  ,IT,+44:48:46,+012:15:01,   1, TG3,20060718,20181016,   54,Valentina Pavan                                   
17849,197872,VOLTRE                                  ,IT,+44:01:55,+012:02:35, 270, TG3,20051231,20220130,   54,Valentina Pavan                                   
17850,100862,BOLOGNA                                 ,IT,+44:30:00,+011:20:45,  53, TG5,18140101,20031231,   20,Maurizio Maugeri                                  
17850,194360,BOLOGNA_IDROGRAFICO                     ,IT,+44:29:58,+011:20:45,  84, TG3,20150924,20220130,   54,Valentina Pavan                                   
17850,194384,BOLOGNA_URBANA                          ,IT,+44:30:02,+011:19:42,  78, TG3,20051231,20220115,   54,Valentina Pavan                                   
17850,197888,ZOLA_PREDOSA                            ,IT,+44:29:45,+011:12:00,  65, TG3,20051231,20190429,   54,Valentina Pavan                                   
17850,916132,BOLOGNA                                 ,IT,+44:31:59,+011:16:59,  53, TG5,20050520,20220330,    -,Synoptical message from GTS
17851,196896,RIMINI                                  ,IT,+44:03:30,+012:34:46,   7, TG3,20110407,20190429,   54,Valentina Pavan                                   
17851,197896,RIMINI_URBANA                           ,IT,+44:03:33,+012:34:23,  16, TG3,20051231,20220130,   54,Valentina Pavan                                   
17851,197904,RIMINI_AUSA                             ,IT,+44:03:23,+012:32:43,  10, TG3,20110407,20220130,   54,Valentina Pavan                                   
17851,916149,RIMINI                                  ,IT,+44:01:59,+012:37:00,  13, TG5,19820114,20221031,    -,Synoptical message from GTS
17852,197896,RIMINI_URBANA                           ,IT,+44:03:33,+012:34:23,  16, TG3,20051231,20220130,   54,Valentina Pavan                                   
17852,197904,RIMINI_AUSA                             ,IT,+44:03:23,+012:32:43,  10, TG3,20110407,20220130,   54,Valentina Pavan                                   
17852,916149,RIMINI                                  ,IT,+44:01:59,+012:37:00,  13, TG5,19820114,20221031,    -,Synoptical message from GTS
17856,197192,SAN_PANCRAZIO                           ,IT,+44:48:29,+010:16:19,  59, TG3,20051231,20220130,   54,Valentina Pavan                                   
17856,197936,PARMA_URBANA                            ,IT,+44:48:28,+010:19:49,  79, TG3,20190430,20211129,   54,Valentina Pavan                                   
17857,195864,MARZAGLIA                               ,IT,+44:38:12,+010:48:20,  54, TG3,20080923,20220130,   54,Valentina Pavan                                   
17857,197944,MODENA_URBANA                           ,IT,+44:39:23,+010:55:00,  73, TG3,20051231,20220129,   54,Valentina Pavan                                   
17861,194472,BUDRIO_DONDINA                          ,IT,+44:31:18,+011:32:58,  30, TG3,20120430,20160505,   54,Valentina Pavan                                   
17861,197984,BUDRIO_PRUNARO                          ,IT,+44:30:33,+011:31:12,  46, TG3,20120503,20160504,   54,Valentina Pavan                                   
17862,195936,MEZZOLARA                               ,IT,+44:34:14,+011:32:00,  20, TG3,20051231,20220130,   54,Valentina Pavan                                   
17862,197208,SAN_PIETRO_CAPOFIUME                    ,IT,+44:39:12,+011:37:21,  11, TG3,20051231,20220130,   54,Valentina Pavan                                   
17862,197992,BUDRIO_ROTTA_DEL_GIARDINO               ,IT,+44:35:52,+011:35:40,  10, TG3,20120503,20160505,   54,Valentina Pavan                                   
17865,195816,MARINA DI RAVENNA                       ,IT,+44:29:26,+012:17:02,   3, TG3,20180407,20220113,   54,Valentina Pavan                                   
17865,197216,SAN_PIETRO_IN_VINCOLI                   ,IT,+44:18:50,+012:09:36,   5, TG3,20051231,20220130,   54,Valentina Pavan                                   
17865,198016,RAVENNA_URBANA                          ,IT,+44:24:52,+012:12:00,  27, TG3,20051231,20220130,   54,Valentina Pavan                                   
17865,916145,PUNTA MARINA                            ,IT,+44:28:00,+012:16:59,   7, TG5,20050602,20090402,    -,Synoptical message from GTS
17865,916146,PUNTA MARINA                            ,IT,+44:28:00,+012:16:59,   6, TG5,19820113,20221028,    -,Synoptical message from GTS
17867,198032,RIOLA_DI_VERGATO                        ,IT,+44:13:41,+011:03:20, 287, TG3,20190430,20220130,   54,Valentina Pavan                                   
17875,194856,CAVRIAGO                                ,IT,+44:41:21,+010:30:38,  95, TG3,20051231,20190530,   54,Valentina Pavan                                   
17875,198104,REGGIO_NELLEMILIA_URBANA                ,IT,+44:41:52,+010:38:00,  72, TG3,20051231,20220130,   54,Valentina Pavan                                   
17876,195448,GRANAROLO_FAENTINO                      ,IT,+44:21:36,+011:57:29,  15, TG3,20051231,20220130,   54,Valentina Pavan                                   
17876,197240,SANTAGATA_SUL_SANTERNO                  ,IT,+44:26:53,+011:51:59,  10, TG3,20051231,20220110,   54,Valentina Pavan                                   
17876,197304,SANTERNO_SENIO_1                        ,IT,+44:24:02,+011:51:48,  16, TG3,20051231,20180501,   54,Valentina Pavan                                   
17876,198112,LUGO_RA                                 ,IT,+44:25:03,+011:54:47,  14, TG3,20130408,20150305,   54,Valentina Pavan                                   
17878,195264,FERRARA                                 ,IT,+44:49:57,+011:37:15,  15, TG3,20051231,20190429,   54,Valentina Pavan                                   
17878,195792,MALBORGHETTO                            ,IT,+44:51:28,+011:39:39,   4, TG3,20061003,20220130,   54,Valentina Pavan                                   
17878,196640,PONTELAGOSCURO                          ,IT,+44:53:17,+011:36:29,   8, TG3,20051231,20220130,   54,Valentina Pavan                                   
17878,197960,FERRARA_URBANA                          ,IT,+44:49:55,+011:37:15,  26, TG3,20060102,20220130,   54,Valentina Pavan                                   
17878,916133,FERRARA                                 ,IT,+44:49:59,+011:37:00,  11, TG5,20050602,20220522,    -,Synoptical message from GTS
17878,916138,FERRARA                                 ,IT,+44:49:00,+011:37:00,   9, TG5,20000915,20221031,    -,Synoptical message from GTS
17902,115158,LETALISCE EDVARDA RUSJANA MARIBOR       ,SI,+46:28:46,+015:40:54, 264, TG8,19770101,20221031,   30,Tanja Cegnar                                      
17902,209676,MARIBOR - VRBANSKI PLATO                ,SI,+46:34:04,+015:37:33, 279, TG8,20200101,20220930,   30,Tanja Cegnar                                      
17902,914026,MARIBOR/SLIVNICA                        ,SI,+46:28:59,+015:40:59, 265, TG5,19960416,20221027,    -,Synoptical message from GTS
18004,198311,RIUDECANYES                             ,ES,+41:07:22,+000:58:09, 170, TG3,20190103,20211231,   63,Marc Prohom                                       
18005,199053,SANDE-GALLEBERG                         ,NO,+59:37:09,+010:12:54,  60,TG21,19950101,20221031,   22,Hans Olav Hygen                                   
18005,199243,FV312 HANEKLEIVA                        ,NO,+59:34:24,+010:10:51,  75,TG21,20151118,20220822,   22,Hans Olav Hygen                                   
18006,199080,OVERHALLA-SKOGMO                        ,NO,+64:30:37,+012:01:10,  32,TG21,20130101,20221031,   22,Hans Olav Hygen                                   
18006,200582,HOEYLANDET - DRAGEIDET                  ,NO,+64:33:29,+012:10:55,  29,TG21,19981204,20070611,   22,Hans Olav Hygen                                   
18006,901295,HOYLANDET-DRAG.                         ,NO,+64:33:00,+012:09:00,  29, TG5,19820114,20070610,    -,Synoptical message from GTS
18007,199087,KVAM-AKSNESET                           ,NO,+60:20:13,+006:13:03,  13,TG21,20130101,20191113,   22,Hans Olav Hygen                                   
18008,199089,TINGVOLL                                ,NO,+62:54:47,+008:11:09,  23,TG21,20130101,20221031,   22,Hans Olav Hygen                                   
18009,199091,GJERPEN-ARHUS                           ,NO,+59:13:36,+009:34:37,  41,TG21,20130206,20221031,   22,Hans Olav Hygen                                   
18009,200706,RV36 FJAEREKILEN                        ,NO,+59:11:08,+009:32:25,  20,TG21,20130104,20220429,   22,Hans Olav Hygen                                   
18010,109851,SARPSBORG                               ,NO,+59:17:08,+011:06:52,  57,TG21,19911201,20221031,   22,Hans Olav Hygen                                   
18010,199092,OSAKER                                  ,NO,+59:19:09,+011:02:31,  45,TG21,20130101,20221031,   22,Hans Olav Hygen                                   
18010,200816,KALNES                                  ,NO,+59:18:55,+011:02:56,  56,TG21,19570101,19820730,   22,Hans Olav Hygen                                   
18010,901493,SARPSBORG                               ,NO,+59:16:59,+011:07:00,  57, TG5,20060128,20201101,    -,Synoptical message from GTS
18011,199102,NORDNESFJELLET                          ,NO,+69:34:26,+020:25:31, 697,TG21,20120101,20221031,   22,Hans Olav Hygen                                   
18012,200594,MAZE - RUOGONJARGA                      ,NO,+69:27:20,+023:41:40, 277,TG21,19810827,19920622,   22,Hans Olav Hygen                                   
18013,200597,SOLHOM I KVINESDAL                      ,NO,+58:46:00,+007:01:00, 650,TG21,19790101,20100514,   22,Hans Olav Hygen                                   
18014,200638,GJENGEDAL - DALHEIM                     ,NO,+61:39:34,+005:59:31, 355,TG21,19890712,19960626,   22,Hans Olav Hygen                                   
18015,199207,AS                                      ,NO,+59:39:38,+010:46:54,  92,TG21,19000102,20221031,   22,Hans Olav Hygen                                   
18016,200567,LUSTER - ORNES                          ,NO,+61:18:02,+007:18:48,   4,TG21,19870509,19951230,   22,Hans Olav Hygen                                   
18016,200666,LUSTER BADEPLASS                        ,NO,+61:25:05,+007:26:31,   2,TG21,19870905,19950708,   22,Hans Olav Hygen                                   
18016,200709,GAUPNE                                  ,NO,+61:24:23,+007:17:20,   6,TG21,19840211,19960103,   22,Hans Olav Hygen                                   
18016,200919,MARIFJOERA - GARDEN                     ,NO,+61:22:12,+007:20:08,  25,TG21,19800202,19911115,   22,Hans Olav Hygen                                   
18017,112073,VAERNES                                 ,NO,+63:30:00,+010:53:24,  12,TG21,19460101,20221031,   22,Hans Olav Hygen                                   
18017,199331,KVITHAMAR                               ,NO,+63:29:17,+010:52:45,  27,TG21,19940122,20221031,   22,Hans Olav Hygen                                   
18017,901271,TRONDHEIM/VERNES                        ,NO,+63:28:00,+010:55:59,  17, TG5,19820113,20201101,    -,Synoptical message from GTS
18018,156894,SKALVAER                                ,NO,+65:52:00,+012:10:59,   6,TG21,19540101,19800531,   22,Hans Olav Hygen                                   
18018,199556,TJOTTA                                  ,NO,+65:49:45,+012:25:32,  21,TG21,19960327,20221031,   22,Hans Olav Hygen                                   
18018,901117,TJOTTA                                  ,NO,+65:49:59,+012:25:59,  21, TG5,20111005,20201101,    -,Synoptical message from GTS
18019,199688,SAERHEIM                                ,NO,+58:45:38,+005:39:02,  87,TG21,19870402,20221031,   22,Hans Olav Hygen                                   
18020,134900,TROMSO - LANGNES                        ,NO,+69:40:36,+018:54:47,   8,TG21,19641001,20221031,   22,Hans Olav Hygen                                   
18020,199181,TROMSDALEN                              ,NO,+69:39:02,+019:00:23,   3,TG21,20111021,20221031,   22,Hans Olav Hygen                                   
18020,199703,TROMSO - HOLT                           ,NO,+69:39:14,+018:54:33,  20,TG21,19940307,20221031,   22,Hans Olav Hygen                                   
18020,200836,SKATTOERA                               ,NO,+69:41:48,+019:01:14,  14,TG21,19570101,19640830,   22,Hans Olav Hygen                                   
18020,200853,TROMSOE I                               ,NO,+69:39:06,+018:57:00,  38,TG21,19000101,19261230,   22,Hans Olav Hygen                                   
18021,199220,LILLEHAMMER - VARSAETERGRENDA           ,NO,+61:06:14,+010:30:39, 507,TG21,20180507,20221031,   22,Hans Olav Hygen                                   
18021,200869,BIRKEBEINEREN SKISTADION                ,NO,+61:08:09,+010:30:15, 484,TG21,19931001,19941113,   22,Hans Olav Hygen                                   
18022,199387,PASVIK - SVANVIK                        ,NO,+69:27:19,+030:02:27,  27,TG21,20090101,20221031,   22,Hans Olav Hygen                                   
18023,199103,HOVRINGEN II                            ,NO,+61:53:17,+009:28:46, 940,TG21,20130927,20221031,   22,Hans Olav Hygen                                   
18024,199149,GAMANJUNNI                              ,NO,+69:27:29,+020:37:08,1237,TG21,20161012,20221031,   22,Hans Olav Hygen                                   
18025,199165,BEITOSTOLEN II                          ,NO,+61:15:02,+008:55:22, 965,TG21,20100829,20221031,   22,Hans Olav Hygen                                   
18026,199171,LEBERGSFJELLET                          ,NO,+62:30:56,+006:52:18, 625,TG21,20131127,20221031,   22,Hans Olav Hygen                                   
18027,110296,GVARV - LINDEM                          ,NO,+59:23:12,+009:12:06,  71,TG21,19890801,19940731,   22,Hans Olav Hygen                                   
18027,110305,GVARV - NES                             ,NO,+59:22:59,+009:12:05,  93,TG21,19970501,20221031,   22,Hans Olav Hygen                                   
18027,199209,GVARV - NES BIOFORSK                    ,NO,+59:22:55,+009:12:42,  94,TG21,20130207,20221031,   22,Hans Olav Hygen                                   
18027,901470,GVARV                                   ,NO,+59:22:59,+009:12:00,  93, TG5,19820114,20201101,    -,Synoptical message from GTS
18028,199215,KVAMSKOGEN - JONSHOGDI                  ,NO,+60:23:18,+005:57:50, 455,TG21,20060802,20221031,   22,Hans Olav Hygen                                   
18028,901327,KVAMSKOGEN-JONSHOGDI                    ,NO,+60:22:59,+005:58:00, 452, TG5,20061125,20201101,    -,Synoptical message from GTS
18029,199227,HJELMELAND                              ,NO,+59:13:48,+006:08:58,  43,TG21,20130101,20221031,   22,Hans Olav Hygen                                   
18029,199657,FISTER - SIGMUNDSTAD                    ,NO,+59:09:36,+006:02:11,  30,TG21,20070524,20221031,   22,Hans Olav Hygen                                   
18029,200801,FISTER - TOENNEVIK                      ,NO,+59:09:36,+006:02:11,  50,TG21,19920601,20070530,   22,Hans Olav Hygen                                   
18029,901423,FISTER-TONNEVIK                         ,NO,+59:10:00,+006:03:00,  50, TG5,19820114,20070529,    -,Synoptical message from GTS
18031,199239,LIER                                    ,NO,+59:47:26,+010:15:34,  39,TG21,20130101,20221031,   22,Hans Olav Hygen                                   
18031,218339,SOLBERGELVA - OLLEVEIEN                 ,NO,+59:45:56,+010:03:29,  54,TG11,20200901,20221031,   22,Hans Olav Hygen                                   
18032,199045,FV307 GRAVDAL                           ,NO,+59:18:12,+010:11:51,  20,TG21,20130104,20221031,   22,Hans Olav Hygen                                   
18032,199184,TOENSBERG - TARANROED                   ,NO,+59:17:38,+010:17:53,  33,TG21,20131201,20221031,   22,Hans Olav Hygen                                   
18032,199238,RAMNES - KILE VESTRE                    ,NO,+59:22:50,+010:14:22,  39,TG21,20130206,20221031,   22,Hans Olav Hygen                                   
18032,199313,E18 GULLI NORD                          ,NO,+59:19:05,+010:22:28,  30,TG21,20130104,20220822,   22,Hans Olav Hygen                                   
18032,199440,FV650 BORRE                             ,NO,+59:21:12,+010:22:57,  55,TG21,20130106,20220825,   22,Hans Olav Hygen                                   
18032,199622,HORTEN - SKOPPUM                        ,NO,+59:23:03,+010:23:54,  40,TG21,20180929,20221031,   22,Hans Olav Hygen                                   
18032,200987,JARLSBERG FLYPLASS                      ,NO,+59:18:05,+010:22:01,  25,TG21,20030204,20030204,   22,Hans Olav Hygen                                   
18032,224137,REVETAL                                 ,NO,+59:22:09,+010:16:12,  50,TG11,20211026,20221031,   22,Hans Olav Hygen                                   
18033,199254,ROVERUD                                 ,NO,+60:15:12,+012:05:29, 170,TG21,20100101,20221031,   22,Hans Olav Hygen                                   
18033,199578,KONGSVINGER                             ,NO,+60:11:25,+012:00:24, 148,TG21,20060701,20221031,   22,Hans Olav Hygen                                   
18033,200897,VINGER                                  ,NO,+60:13:10,+012:01:41, 175,TG21,19570101,20041230,   22,Hans Olav Hygen                                   
18033,901468,KONGSVINGER                             ,NO,+60:10:59,+012:00:00, 148, TG5,20061125,20201101,    -,Synoptical message from GTS
18034,199282,TORVHAUGDALEN                           ,NO,+70:18:21,+029:06:01, 268,TG21,20181008,20221031,   22,Hans Olav Hygen                                   
18035,199284,OTTA - SKANSEN                          ,NO,+61:46:41,+009:32:29, 309,TG21,20141220,20221031,   22,Hans Olav Hygen                                   
18035,201013,OTTA - BREDVANGEN                       ,NO,+61:43:40,+009:32:39, 285,TG21,19700701,19790429,   22,Hans Olav Hygen                                   
18036,109824,RADE - TOMB                             ,NO,+59:19:00,+010:49:00,  14,TG21,19570101,20221031,   22,Hans Olav Hygen                                   
18036,199277,E6 KARLSHUS                             ,NO,+59:21:01,+010:53:48,  50,TG21,20130105,20221031,   22,Hans Olav Hygen                                   
18036,199294,RYGGE - HUGGENES                        ,NO,+59:23:53,+010:45:15,  35,TG21,20130213,20221031,   22,Hans Olav Hygen                                   
18036,199482,FV120 ROEDSUND                          ,NO,+59:28:35,+010:47:24,  30,TG21,20130104,20221031,   22,Hans Olav Hygen                                   
18036,199566,GULLHOLMEN                              ,NO,+59:26:07,+010:34:41,  14,TG21,20100601,20221031,   22,Hans Olav Hygen                                   
18036,200741,ROED I RADE                             ,NO,+59:20:25,+010:53:42,  34,TG21,19591001,19711230,   22,Hans Olav Hygen                                   
18036,200768,JELOEY                                  ,NO,+59:26:18,+010:35:38,  12,TG21,19600801,19900429,   22,Hans Olav Hygen                                   
18036,901494,RYGGE                                   ,NO,+59:22:59,+010:46:59,  53, TG5,19820113,20201101,    -,Synoptical message from GTS
18037,199296,SURNADAL - SYLTE                        ,NO,+62:59:07,+008:41:21,   5,TG21,20130101,20221031,   22,Hans Olav Hygen                                   
18038,199315,ULLENSVANG FORSOKSGARD                  ,NO,+60:19:06,+006:39:14,  12,TG21,19620601,20221031,   22,Hans Olav Hygen                                   
18038,901342,ULLENSVANG                              ,NO,+60:19:06,+006:39:14,   0, TG5,20121101,20201101,    -,Synoptical message from GTS
18039,199328,FLESBERG                                ,NO,+59:52:06,+009:23:57, 183,TG21,20160201,20221031,   22,Hans Olav Hygen                                   
18040,199334,SNOHEIM                                 ,NO,+62:17:44,+009:21:06,1475,TG21,20141009,20221031,   22,Hans Olav Hygen                                   
18041,199346,PLATABERGET III                         ,NO,+78:13:40,+015:22:41, 450,TG21,20180203,20221031,   22,Hans Olav Hygen                                   
18042,199350,MIDTSTOVA                               ,NO,+60:39:23,+007:16:32,1162,TG21,20111124,20221031,   22,Hans Olav Hygen                                   
18043,110305,GVARV - NES                             ,NO,+59:22:59,+009:12:05,  93,TG21,19970501,20221031,   22,Hans Olav Hygen                                   
18043,199356,BO                                      ,NO,+59:25:03,+009:01:42, 105,TG21,20130201,20221031,   22,Hans Olav Hygen                                   
18043,901470,GVARV                                   ,NO,+59:22:59,+009:12:00,  93, TG5,19820114,20201101,    -,Synoptical message from GTS
18044,199369,LYNGDAL                                 ,NO,+58:08:02,+007:02:43,   6,TG21,20130206,20221031,   22,Hans Olav Hygen                                   
18045,199382,ALVDAL                                  ,NO,+62:06:33,+010:37:36, 478,TG21,20130101,20221031,   22,Hans Olav Hygen                                   
18045,199546,RV3 BERGEROENNINGEN                     ,NO,+62:10:44,+010:36:59, 480,TG21,20130104,20221031,   22,Hans Olav Hygen                                   
18046,157014,MYKEN                                   ,NO,+66:45:38,+012:28:39,  19,TG21,19540101,19910731,   22,Hans Olav Hygen                                   
18046,199396,MYKEN                                   ,NO,+66:45:46,+012:29:09,  17,TG21,19921001,20221031,   22,Hans Olav Hygen                                   
18046,901115,MYKEN                                   ,NO,+66:46:00,+012:28:59,  13, TG5,19820113,20201101,    -,Synoptical message from GTS
18047,199403,LIARVATN                                ,NO,+59:03:03,+006:07:15, 300,TG21,20100701,20221031,   22,Hans Olav Hygen                                   
18048,199406,REINHAUGEN                              ,NO,+70:20:08,+028:57:52, 470,TG21,20181013,20221031,   22,Hans Olav Hygen                                   
18049,110655,BERGEN/FLESLAND                         ,NO,+60:17:21,+005:13:35,  48,TG21,19551002,20221031,   22,Hans Olav Hygen                                   
18049,199130,RV555 SOTRABRUA VIND                    ,NO,+60:22:21,+005:10:26,  50,TG21,20161119,20221031,   22,Hans Olav Hygen                                   
18049,199337,BERGEN - SANDSLI                        ,NO,+60:17:29,+005:16:39,  45,TG21,20170301,20221031,   22,Hans Olav Hygen                                   
18049,199412,BERGEN - FLORIDA UIB                    ,NO,+60:23:00,+005:19:54,  46,TG21,20170804,20221031,   22,Hans Olav Hygen                                   
18049,200576,BERGEN - PLEIESTIFTELSEN                ,NO,+60:23:17,+005:20:27,  22,TG21,19000101,19261230,   22,Hans Olav Hygen                                   
18049,200691,RV555 SOTRABRUA                         ,NO,+60:22:18,+005:09:20,  30,TG21,20140103,20220621,   22,Hans Olav Hygen                                   
18049,200866,BERGEN - FREDRIKSBERG                   ,NO,+60:23:48,+005:18:30,  41,TG21,19040101,19850227,   22,Hans Olav Hygen                                   
18049,901317,BERGEN/FLORIDA                          ,NO,+60:22:59,+005:19:59,  36, TG5,19820113,20201101,    -,Synoptical message from GTS
18050,199425,NJOS                                    ,NO,+61:10:45,+006:51:38,  45,TG21,20130206,20221031,   22,Hans Olav Hygen                                   
18050,199692,VANGSNES                                ,NO,+61:10:21,+006:38:43,  49,TG21,19940209,20221031,   22,Hans Olav Hygen                                   
18050,200662,LEIKANGER                               ,NO,+61:10:49,+006:51:46,  53,TG21,19570101,19900130,   22,Hans Olav Hygen                                   
18050,200703,VANGSNES                                ,NO,+61:10:19,+006:38:36,  51,TG21,19540101,19940429,   22,Hans Olav Hygen                                   
18050,901338,VANGSNES                                ,NO,+61:10:00,+006:39:00,  51, TG5,20020618,20201101,    -,Synoptical message from GTS
18051,199431,ETNE II                                 ,NO,+59:39:45,+005:57:14,   8,TG21,20130206,20221031,   22,Hans Olav Hygen                                   
18052,199463,TRYSIL - NORDRE KANKEN                  ,NO,+61:19:08,+012:11:18,1020,TG21,20181012,20221031,   22,Hans Olav Hygen                                   
18053,199480,HONEFOSS - HVERVEN                      ,NO,+60:08:25,+010:15:57, 126,TG21,20130213,20221031,   22,Hans Olav Hygen                                   
18053,199509,HOENEFOSS - HOEYBY                      ,NO,+60:09:59,+010:14:52, 140,TG21,20050601,20221031,   22,Hans Olav Hygen                                   
18053,901469,HONEFOSS-HOYBY                          ,NO,+60:10:00,+010:15:00, 140, TG5,20061125,20201101,    -,Synoptical message from GTS
18054,199265,E6 KLETT                                ,NO,+63:19:24,+010:19:05,  40,TG21,20140105,20221031,   22,Hans Olav Hygen                                   
18054,199456,TRONDHEIM - HOEVRINGEN                  ,NO,+63:26:47,+010:20:11,  44,TG21,20180502,20221031,   22,Hans Olav Hygen                                   
18054,199478,SKJETLEIN                               ,NO,+63:20:25,+010:17:49,  44,TG21,20130206,20221031,   22,Hans Olav Hygen                                   
18054,200839,TRONDHEIM II                            ,NO,+63:25:35,+010:25:04,  58,TG21,19271023,19431230,   22,Hans Olav Hygen                                   
18054,201004,TRONDHEIM                               ,NO,+63:25:54,+010:24:52,  58,TG21,19000102,19270330,   22,Hans Olav Hygen                                   
18055,199476,GRAN                                    ,NO,+60:21:20,+010:33:33, 245,TG21,20130101,20221031,   22,Hans Olav Hygen                                   
18056,199490,ARNES                                   ,NO,+60:07:36,+011:23:35, 160,TG21,20100101,20221031,   22,Hans Olav Hygen                                   
18056,200598,HVAM - TOLVHUS                          ,NO,+60:06:20,+011:24:06, 159,TG21,19830801,20030429,   22,Hans Olav Hygen                                   
18056,200777,HVAM                                    ,NO,+60:06:09,+011:23:06, 162,TG21,19540101,19830730,   22,Hans Olav Hygen                                   
18057,199507,RAKKESTAD                               ,NO,+59:23:17,+011:23:26, 100,TG21,20090101,20221031,   22,Hans Olav Hygen                                   
18058,199527,ISKORAS II                              ,NO,+69:18:01,+025:20:45, 591,TG21,20140901,20221031,   22,Hans Olav Hygen                                   
18059,112073,VAERNES                                 ,NO,+63:30:00,+010:53:24,  12,TG21,19460101,20221031,   22,Hans Olav Hygen                                   
18059,199526,FROSTA                                  ,NO,+63:33:55,+010:41:35,  32,TG21,20100101,20221031,   22,Hans Olav Hygen                                   
18060,199525,SJUFJELLET                              ,NO,+69:06:09,+019:32:39,1020,TG21,20141013,20221031,   22,Hans Olav Hygen                                   
18061,199324,E6 FRYA                                 ,NO,+61:31:46,+010:04:28, 185,TG21,20150912,20221031,   22,Hans Olav Hygen                                   
18061,199520,FAVANG                                  ,NO,+61:27:29,+010:11:13, 200,TG21,20091101,20221031,   22,Hans Olav Hygen                                   
